31-Dec-13,1
28-Dec-13,1
26-Dec-13,1
26-Dec-13,1
25-Dec-13,1
25-Dec-13,1
22-Dec-13,1
21-Dec-13,1
21-Dec-13,1
15-Dec-13,1
15-Dec-13,1
14-Dec-13,1
7-Dec-13,1
1-Dec-13,1
1-Dec-13,1
30-Nov-13,1
30-Nov-13,1
29-Nov-13,1
29-Nov-13,1
28-Nov-13,1
25-Nov-13,1
25-Nov-13,1
23-Nov-13,1
21-Nov-13,1
20-Nov-13,1
15-Nov-13,1
11-Nov-13,1
10-Nov-13,1
10-Nov-13,1
9-Nov-13,1
7-Nov-13,1
5-Nov-13,1
5-Nov-13,1
3-Nov-13,1
3-Nov-13,1
2-Nov-13,1
29-Oct-13,1
27-Oct-13,1
27-Oct-13,1
27-Oct-13,1
27-Oct-13,1
26-Oct-13,1
26-Oct-13,1
21-Oct-13,1
20-Oct-13,1
20-Oct-13,1
13-Oct-13,1
12-Oct-13,1
9-Oct-13,1
6-Oct-13,1
6-Oct-13,1
5-Oct-13,1
5-Oct-13,1
2-Oct-13,1
29-Sep-13,1
27-Sep-13,1
25-Sep-13,1
24-Sep-13,1
22-Sep-13,1
22-Sep-13,1
22-Sep-13,1
21-Sep-13,1
20-Sep-13,1
20-Sep-13,1
19-Sep-13,1
18-Sep-13,1
17-Sep-13,1
17-Sep-13,1
17-Sep-13,1
17-Sep-13,1
16-Sep-13,1
15-Sep-13,1
15-Sep-13,1
15-Sep-13,1
14-Sep-13,1
12-Sep-13,1
12-Sep-13,1
11-Sep-13,1
10-Sep-13,1
7-Sep-13,1
7-Sep-13,1
5-Sep-13,1
25-Aug-13,1
25-Aug-13,1
25-Aug-13,1
25-Aug-13,1
20-Aug-13,1
19-Aug-13,1
18-Aug-13,1
18-Aug-13,1
18-Aug-13,1
18-Aug-13,1
17-Aug-13,1
14-Aug-13,1
13-Aug-13,1
11-Aug-13,1
11-Aug-13,1
10-Aug-13,1
9-Aug-13,1
7-Aug-13,1
6-Aug-13,1
6-Aug-13,1
4-Aug-13,1
4-Aug-13,1
3-Aug-13,1
2-Aug-13,1
2-Aug-13,1
30-Jul-13,1
29-Jul-13,1
26-Jul-13,1
26-Jul-13,1
25-Jul-13,1
24-Jul-13,1
21-Jul-13,1
20-Jul-13,1
19-Jul-13,1
19-Jul-13,1
17-Jul-13,1
14-Jul-13,1
14-Jul-13,1
13-Jul-13,1
13-Jul-13,1
13-Jul-13,1
13-Jul-13,1
12-Jul-13,1
12-Jul-13,1
11-Jul-13,1
9-Jul-13,1
9-Jul-13,1
7-Jul-13,1
7-Jul-13,1
7-Jul-13,1
7-Jul-13,1
6-Jul-13,1
6-Jul-13,1
4-Jul-13,1
4-Jul-13,1
1-Jul-13,1
30-Jun-13,1
30-Jun-13,1
29-Jun-13,1
28-Jun-13,1
27-Jun-13,1
25-Jun-13,1
24-Jun-13,1
23-Jun-13,1
23-Jun-13,1
23-Jun-13,1
23-Jun-13,1
23-Jun-13,1
22-Jun-13,1
22-Jun-13,1
21-Jun-13,1
21-Jun-13,1
21-Jun-13,1
16-Jun-13,1
15-Jun-13,1
15-Jun-13,1
15-Jun-13,1
14-Jun-13,1
10-Jun-13,1
10-Jun-13,1
9-Jun-13,1
7-Jun-13,1
2-Jun-13,1
2-Jun-13,1
2-Jun-13,1
1-Jun-13,1
1-Jun-13,1
31-May-13,1
29-May-13,1
28-May-13,1
25-May-13,1
25-May-13,1
24-May-13,1
23-May-13,1
20-May-13,1
19-May-13,1
19-May-13,1
18-May-13,1
16-May-13,1
15-May-13,1
13-May-13,1
12-May-13,1
12-May-13,1
11-May-13,1
11-May-13,1
11-May-13,1
10-May-13,1
6-May-13,1
5-May-13,1
4-May-13,1
2-May-13,1
28-Apr-13,1
28-Apr-13,1
28-Apr-13,1
27-Apr-13,1
25-Apr-13,1
24-Apr-13,1
22-Apr-13,1
22-Apr-13,1
21-Apr-13,1
18-Apr-13,1
14-Apr-13,1
14-Apr-13,1
10-Apr-13,1
9-Apr-13,1
7-Apr-13,1
7-Apr-13,1
6-Apr-13,1
31-Mar-13,1
30-Mar-13,1
22-Mar-13,1
21-Mar-13,1
21-Mar-13,1
17-Mar-13,1
17-Mar-13,1
16-Mar-13,1
14-Mar-13,1
13-Mar-13,1
13-Mar-13,1
11-Mar-13,1
10-Mar-13,1
7-Mar-13,1
5-Mar-13,1
4-Mar-13,1
3-Mar-13,1
3-Mar-13,1
2-Mar-13,1
24-Feb-13,1
23-Feb-13,1
22-Feb-13,1
21-Feb-13,1
19-Feb-13,1
12-Feb-13,1
11-Feb-13,1
11-Feb-13,1
9-Feb-13,1
7-Feb-13,1
3-Feb-13,1
2-Feb-13,1
26-Jan-13,1
26-Jan-13,1
26-Jan-13,1
25-Jan-13,1
23-Jan-13,1
23-Jan-13,1
21-Jan-13,1
21-Jan-13,1
19-Jan-13,1
7-Jan-13,1
1-Jan-13,1
1-Jan-13,1
